tweet,voter 1,voter 2,voter 3,final vote,,,,,,,,,,,,,,,
@imnotadds @iliad_novak @GnomeJuli07 @BuangSonny @HLingayan @anthonybicolan @chadachada17 @danwaytoofar @MistPersie @Jimmy93171751 @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @lino_iam @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @bongbongmarcos @lenirobredo ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±50%  ?,0,0,0,0,,,,,,,,,,,,,,,
@Joaffer2 @UriahHe85916130 @isabelmerana @SnowflakesRacer @bongbongmarcos Kaya bakit hindi kita mauugnay sa mga loyalista kung ganyan ang kilos nyo?ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Mas nakkatawa pa nga etonf nabasa ko ehðŸ‘‡  https://t.co/L2MMgrnHAF,0,0,0,0,,,,,,,,,,,,,,,
@Joaffer2 @UriahHe85916130 @isabelmerana @SnowflakesRacer @bongbongmarcos Aws nasa cavite ka? Hindi ako magtataka kung nasa ibang bansa kaðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Especially for the fact na WALA KANG ALAM sa kasaysayan!ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
@Joaffer2 @UriahHe85916130 @isabelmerana @SnowflakesRacer @bongbongmarcos Kung naiintindihan mo ang sinasabi ko. Bakit kailangan ko pang pagandahin?ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Hindi katulad mo. Na magulo ang utak! Marcos loyalist ka pero inaamin mo na hindi ka loyalista?ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
@GnomeJuli07 @BuangSonny @imnotadds @HLingayan @anthonybicolan @chadachada17 @danwaytoofar @MistPersie @Jimmy93171751 @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @bongbongmarcos @lenirobredo ðŸ‘‡ðŸ˜„ðŸ˜„ðŸ˜„  https://t.co/9R4xayvL3E,0,0,0,0,,,,,,,,,,,,,,,
@GnomeJuli07 @BuangSonny @imnotadds @HLingayan @anthonybicolan @chadachada17 @danwaytoofar @MistPersie @Jimmy93171751 @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @bongbongmarcos @lenirobredo ðŸ‘‡ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„  https://t.co/RYm59jzlhx,0,0,0,0,,,,,,,,,,,,,,,
@GnomeJuli07 @BuangSonny @imnotadds @HLingayan @anthonybicolan @chadachada17 @danwaytoofar @MistPersie @Jimmy93171751 @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @bongbongmarcos @lenirobredo ðŸ‘‡ðŸ˜„ðŸ˜„ðŸ˜„  https://t.co/iv8zAwZQit,0,0,0,0,,,,,,,,,,,,,,,
@GnomeJuli07 @BuangSonny @imnotadds @HLingayan @anthonybicolan @chadachada17 @danwaytoofar @MistPersie @Jimmy93171751 @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @bongbongmarcos @lenirobredo ðŸ‘‡ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„  https://t.co/REILiQ918v,0,0,0,0,,,,,,,,,,,,,,,
Check out Bongbong.marcos's video! #TikTok  https://t.co/uxs88K2rN7 madamSara ðŸ‘ŠðŸ¼ðŸ’šðŸ‡µðŸ‡­,0,0,0,0,,,,,,,,,,,,,,,
@Irene90903911 @bongbongmarcos Anong originally dressed. Bobo mo. Tanda mo na bobo ka pa ren,0,0,0,0,,,,,,,,,,,,,,,
@drixellaneous @bongbongmarcos Gayax2 nanay ninyo sa originally ng dressed ng mga marcos ewwwðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž dammm,0,0,0,0,,,,,,,,,,,,,,,
@drixellaneous @bongbongmarcos Mas bobo ka sumamabka sa nanay mong lutang ðŸ˜œðŸ‘ŽðŸ™„,0,0,0,0,,,,,,,,,,,,,,,
@bongbongmarcos #BBMSARA2022 â¤,0,0,0,0,,,,,,,,,,,,,,,
FB video post #BBMSARA2022 UNITEAM PH SOLID â¦@bongbongmarcosâ© @saraduterte ctto  https://t.co/EZ9w1j6QEw,0,0,0,0,,,,,,,,,,,,,,,
"@ httpenggoy @Connette22 @finn_zues @c0ce834d10414fe @bongbongmarcos Andaming pangako ni marcos, pero ni isa walang napatunayan.. aasa kayo sa sabi-sabi lang nya? Sabihin nyo na naman sa huli, nabudol kayo.. Kung maka bbm kayo, e di bilib na bilib ka rin kay gadon o kay quiboloy? Patay tayo dyan..",0,0,0,0,,,,,,,,,,,,,,,
"@onus_q @sckITx @RepublicOfTheP4 @pedromulat @bongbongmarcos Simply not paying taxes equates to being magnanakaw. Mas masahol pa nga kesa ordinaryong magnanakaw kasi sila maaaring nagnakaw dahil wala talagang makain. Pero ang isa public servant, nag tax evade, mas matindi yan..",0,0,0,0,,,,,,,,,,,,,,,
@bongbongmarcos I hope this disciplines the marcoses and their supporters.. yan ang TAMA.,0,0,0,0,,,,,,,,,,,,,,,
@bongbongmarcos Bulletin board ka? Imbis na bayaran mo trolls mo gamitin mo yung gold mo sa free swab testing!,0,0,0,0,,,,,,,,,,,,,,,
@thecuriousbelle @bongbongmarcos â¤ðŸ’š,0,0,0,0,,,,,,,,,,,,,,,
"@BoBoMo2022 @bongbongmarcos Wala ka kxeng alam sa galawan ng mga dilaw. Ang alam mu lang maghanap ng facts na nababasa mu lang din, gamitin mu common sense mu.",0,0,0,0,,,,,,,,,,,,,,,
@tr1pnaut1k @bongbongmarcos Pondo ng gobyerno pa rin yan,0,0,0,0,,,,,,,,,,,,,,,
@BoBoMo2022 @bongbongmarcos Db its better to resign than to impeach ganun din naman lalabas matatanggal sya.,0,0,0,0,,,,,,,,,,,,,,,
@AltABSCBNSB @oslecjunior @bongbongmarcos For what reason mo sya ipapakulong nanay nyo nga di maka sagot ng maayos eh,0,0,0,0,,,,,,,,,,,,,,,
@sckITx @RepublicOfTheP4 @pedromulat @bongbongmarcos Lapag po tayo ng mga final decision na sinasabi mo po ah bukod dun kay madam Imelda na nasa court of  appeal pa ha? Wag mo gayahin mama nyo pink. O kaya baka may sapat kang evidence para masabi mong magnanakaw sila palitan mo yung PCGG at ikaw ang lumaban sa sa supreme court,0,0,0,0,,,,,,,,,,,,,,,
BBM VLOG #179: Sigaw ng Kabataan | Bongbong Marcos  https://t.co/6U9mIzMtBH via @YouTube,0,0,0,0,,,,,,,,,,,,,,,
"@MoriGilbert @bongbongmarcos I know what your pleading sir. Cnagot din naman kita. Kaya nga sabi ko db be responsible. And BBM just suggesting, and people needs ultimatum, dahil di naman nakikinig.",0,0,0,0,,,,,,,,,,,,,,,
@Mustang0020 @UriahHe85916130 @isabelmerana @SnowflakesRacer @bongbongmarcos So alam mo naman palang may gising pero nanghuhula ka na ako eh wala sa pinas hahaha punta ka dito sa cavite nang makita mo hinahanap mo hahaha bobo ka puro ka kasi tsismis haha,0,0,0,0,,,,,,,,,,,,,,,
@MSconGENXYZ88 @IndaySabungera @vodka_riley @bongbongmarcos mga halang na kaluluwa ng mga iyan. ðŸ‘¿,0,0,0,0,,,,,,,,,,,,,,,
@Mustang0020 @UriahHe85916130 @isabelmerana @SnowflakesRacer @bongbongmarcos Ungas ka una palang ako ung kausap mo pero binabanggit mo lagi ung mga ibang loyalista bobo ka talaga ni hindi ka marunong gumamit nang mga salita degree holder pa more hahaha,0,0,0,0,,,,,,,,,,,,,,,
"Reason #25271882 why BongBong Marcos is most likely to win the Presidency:  It's because leni supporters are usually on their high horses and judging/name calling those BBM supporters right away, instead of educating them and asking WHAT THE FUCK HAS HE DONE?",0,0,0,0,,,,,,,,,,,,,,,
"@MSconGENXYZ88 @IndaySabungera @vodka_riley @bongbongmarcos correct! lahat kawatan, out on bail lang si jpe. Pati si BBM involved sa PDAF. Kawawa yung mga secretaries and other staff nila, sila yung ginawang scapegoat..eh sumusunod lang for sure sa utos ng mga pulitiko.",0,0,0,0,,,,,,,,,,,,,,,
 https://t.co/VXajthjD7X,0,0,0,0,,,,,,,,,,,,,,,
bongbong marcos ka girl????? bonding kasi,0,0,0,0,,,,,,,,,,,,,,,
"Ganito pala natapos ang taon sa bahay namin sa Caloocan...  iniwasan ang usapang politikal pero di naiwasan ang pagiging pink ng mga kubyertos, mula table cloth hanggang alak na inumin (bagong faborite ko na ansarap sabayan ng chocolates).  -from a family of dds/marcos apologist  https://t.co/yCmAz788bQ",0,1,1,1,,,,,,,,,,,,,,,
Bilang #kakamPink ay sobra akong proud sa nag-iisang kandidato para sa tunay na PAG-ASA! Kaya hindi ako titigil ng pagpost ng mga mabubuti nyang nagawa sa bayan. Bakit hindi na lang yun ang gawing ng mga MarcosJR at DDS supporters. Magaling ang sa inyo? Ipakita nyo! Kung meron?  https://t.co/oWnyGO5ypO,1,1,1,1,,,,,,,,,,,,,,,
"I always tell them na matutong mag-double check ng mga binabasa nila. But still, naririnig ko pa rin kapag nakikipagkwentuhan sila ang mga katagang ""Sabi kasi FB.."" kaya paniniwalaan na nila. Buti na lang talaga hindi sila DDS or pro-BBM jusko.",-1,0,-1,-1,,,,,,,,,,,,,,,
"@hannahbarrantes Bakit Ang hilig ng mga LOYALISTA at dds GUMAMIT NG bad words? Nahawaan na sila ni Duterte, Marcos at Gadon",-1,-1,-1,-1,,,,,,,,,,,,,,,
polsci stud pala si holiday tapos dds at marcos apologist si gago,-1,-1,-1,-1,,,,,,,,,,,,,,,
@DDS_not_a_troll @jcpunongbrgy Sino involved sa Duterte death squad?ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
Alam na naman ng mga mulat sa katotohanan Para itong mensahe sa DDS universe na boboto KayBBM Tatay nyo na mismo ang nag wawarning at nag confirm para sainyo na magnanakaw nga si BBM Gising gising din guysssss!   #NoToMarcosMagnanakaw  #NoToMarcosTaxEvader #NoToMaroosSinungaling  https://t.co/7fR84sIgUw,-1,1,-1,-1,,,,,,,,,,,,,,,
@babystepsparrow @thecuriousbelle prejudiced against Leni and most often DDS. Seems like a tactic to me. And why is it always the one ones who don't even live in the country who are the loudest on social media? hmmm,-1,-1,-1,-1,,,,,,,,,,,,,,,
@aku0ii pag sinabi m saken di ka na dds,0,0,0,0,,,,,,,,,,,,,,,
"Salamat sa Grado   Salamat sa mga nagpa hulos laptop,nagpa connect wifi sa ilang balay, sa 7thE, sa mga Dds (not political), shs prends, and pamilya for moral support.    ðŸ¥²â¤ï¸  Second sem nasad",1,0,1,1,,,,,,,,,,,,,,,
"@aku0ii keysmash lang yan, dds ka daw sabi ng keyboard ko",0,-1,-1,-1,,,,,,,,,,,,,,,
@twgojo IS A DDS ANO â‰ï¸â‰ï¸ðŸ˜­ðŸ˜­,0,0,0,0,,,,,,,,,,,,,,,
"Kaya ko nga itapon ang kaibigan ko na LBM/DDS eh, bakit di ang mga produkto na supporters nila? Daming brand na nagkalat no. Masasarap pa.",-1,-1,-1,-1,,,,,,,,,,,,,,,
I don't like DDS,-1,-1,-1,-1,,,,,,,,,,,,,,,
@TheEdge202111 @GabrielPorta19 @KafosoMo Nope your wrong ginawa mo pang reason yung â€œmediaâ€ naghahanap kayo (coming from dds/aplgst) kung nu ginawa ng isa kandidato dapat may proof daw pero pag may nilapag na â€œproofâ€ maghahanap ng ibang butas para lang may masabi ebarg yon  https://t.co/9ptEBQ5sFh,-1,0,-1,0,,,,,,,,,,,,,,,
@supernegatrona Kahit dds/loyalista nacurious din. Chos HAHAHAHAHAHAHAHA,0,0,0,0,,,,,,,,,,,,,,,
@finn_zues Lenis supporter and even leni should read this.,0,0,0,0,,,,,,,,,,,,,,,
@ABSCBNNews Dahil sa mga Salot at Demonyong mga DDS at Bobongnatics kaya kung ano ano na nangyayari sa Earth,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Tanong sa mga DDS/Marcos supporters, tingin niyo ba papasok ang mga investors sa Pilipinas kung UniTeam ang mananalo sa #Halalan2022, given their families' reputations in the international community?!",0,0,0,0,,,,,,,,,,,,,,,
"May FB Friend akong anti-vaxxer. No to Medical Martial Law daw. Solid na DDS siya if my memory serves me correctly. And I have the urge to comment sa FB post niya ng ""Sunod na lang po tayo kay Tatay."" or kaya naman ay ""NPA ka ba? Bakit ayaw mo sumunod?""  Should I? ðŸ˜‚",-1,-1,-1,-1,,,,,,,,,,,,,,,
#ANYONEBUTLENI BBMSARA for the win,1,1,1,1,,,,,,,,,,,,,,,
@PahipiLang @lenirobredo Ayyy dito tayo sa pulis na di DDS!!! ARIBA!!!,1,1,1,1,,,,,,,,,,,,,,,
"If DDS has Mocha, Sass, Thinking Pinoy, Ilda Talk, Etc; Marcos Jr has a new breed with Thea Tanâ€¦  Seriously, diin ni sila halin? Or same lang ni sila but different accounts lang? ðŸ¤”",-1,-1,-1,-1,,,,,,,,,,,,,,,
@altcristyfermin @KafosoMo Hahaha! Shut up DDS na tanga,-1,-1,-1,-1,,,,,,,,,,,,,,,
You've seen DDS turned pinks but Yellow -&gt; BBM,0,-1,0,0,,,,,,,,,,,,,,,
nubayan DDS pa rin,-1,-1,-1,-1,,,,,,,,,,,,,,,
Bakit naman pinost pa ng mga KaKampinks yan..  Minsan naisip ko mga DDS talaga nakapaligid sa kaniya.. ðŸ¤­ðŸ¤­,-1,-1,-1,-1,,,,,,,,,,,,,,,
ew dds &amp; bbm supporters mga cousins ko ðŸ¥´,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Let leni go back to school or seminar for public speaking, ung ugali, nah, natural n elitista xa lumalabas talga pag nasa labas xa. Hwag maging busy sa paninira ky BBM d na sya talab sa madla.  Lalo kasama pa kmi sa iniinsulto nyo,nka talo kyo jan.",-1,-1,-1,-1,,,,,,,,,,,,,,,
@jose_nonoy @lcmlaw_ph hahah kung magtatanong ka kala mo panalo kami  sa lugaw mo...18 years na mga dilawan..di man lang napaangat ang buhay ng mga pinoy..si leni is one of the tops galamay ng mga dilawan..libre ba nun ang edukasyon?kung di naging presidente si d30 daming di mkapag-aral ngayon..,-1,-1,-1,-1,,,,,,,,,,,,,,,
hay drunk dds ppl here spitting bolshet,-1,-1,-1,-1,,,,,,,,,,,,,,,
problematic dds pala friends mo ðŸ¤¦ðŸ»â€â™€ï¸ shuta ðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
dds tapos religious HAHAHAHAHA MAJOR COMBO PO,0,-1,-1,-1,,,,,,,,,,,,,,,
@PahipiLang @lenirobredo Salute to you Sir! God bless you! Sama-sama tayong lumaban pra sa mas maayos na kinabukasanâ€¦ karamihan po sa mga pulis DDS po dahil po itinaas ang mga sweldo nila at kinonsente sa mga maling gawain ang iba. Pero isa kang patunay sir na may natitira pang matinong pulis.,1,1,1,1,,,,,,,,,,,,,,,
@GodOf_Thunder16 Nag iisip uli ng maobabatong insulto ky BBM damay pati tayo maka BBM,-1,0,-1,-1,,,,,,,,,,,,,,,
"@PhilstarNews @PinoyAkoBlog Please lng, dapat bawal ang mga DDS &amp; BBM apologistsâ€¦ lalo na si Thea Tan Taeâ€¦",-1,-1,-1,-1,,,,,,,,,,,,,,,
@blind_gentleman @DDS_not_a_troll @PinoyAkoBlog Legally PANGIT. First time in SC history na confirmed talaga,-1,-1,-1,-1,,,,,,,,,,,,,,,
"#FreeMassTestingNow, sabi ko sa GC. Sumagot yung DDS/BBM. Free daw sa LGU, fill-up ng form, state symptoms/exposure then pwede na mag-book.  As if ganun kadali. Ilan sa'min ang nagkasakit over the holidays pero walang nag-avail nun kasi nga sooo hassle. Paracetamol is our friend.  https://t.co/OlStOwJW2q",0,0,0,0,,,,,,,,,,,,,,,
Parang gusto kong ihire yung mga DDS at BBM sa marketing at sales department ko. Gurl ang galing nila magmarket ng kasinungalingan like gurll 100% mabenta lahat ðŸ‘€,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Pepsicollagen Bagay yan sa mga apologist at mga dds ðŸ˜‚ðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
@wonderbingboom Hahahah ulol gago pekeng DDS traidor DDS UK ðŸ‡µðŸ‡­ðŸ‘ŠðŸ‘ŠðŸ‡¬ðŸ‡§,-1,-1,-1,-1,,,,,,,,,,,,,,,
basta kapag DDS ðŸš©ðŸš©ðŸš©ðŸš©ðŸš©ðŸš©,0,-1,0,0,,,,,,,,,,,,,,,
Mga dds dyan makinig kayo..  https://t.co/OfRBglT7Ka,0,-1,-1,-1,,,,,,,,,,,,,,,
Ginagawang chismis lang ng mga dds/bbm supporters ang facts!! Kaloka! Tiktok ang ginawang totoong balita ðŸ¤¦ðŸ»â€â™€ï¸,-1,-1,-1,-1,,,,,,,,,,,,,,,
@LucilleYao7 @lenirobredo Thank po. Ingat po kakampink. â¤ï¸,1,1,1,1,,,,,,,,,,,,,,,
@crabby_625 @lenirobredo Thank u po. Ingat po kayo. â¤ï¸,1,1,1,1,,,,,,,,,,,,,,,
Every dds/bbm supporters when you present facts:  https://t.co/Vg6Ygzdf5X,0,-1,-1,-1,,,,,,,,,,,,,,,
@_juiceko Sa mga DDS at LBM supporters.,0,0,0,0,,,,,,,,,,,,,,,
@ozitinn nung mga panahon na di pa sya puro dds at marcos apologist ðŸ˜‡ðŸ˜‡ðŸ˜‡,0,-1,-1,-1,,,,,,,,,,,,,,,
Proud DDS tapos to God be the glory ka talaga lods,-1,-1,-1,-1,,,,,,,,,,,,,,,
TANGINA MANANAMPAL AKO KAPAG MARCOS APOLOGIST â€˜TO OR DDS,-1,-1,-1,-1,,,,,,,,,,,,,,,
@crabby_625 @lenirobredo Maraming salamat po sa mga kagaya nyong marunong magpasalamat sa mga sakripisyo ng iilan na tapat sa sinumpaang katapatan sa bayan at hindi sa iisang tao lang. #LeniforPresident2022,1,1,1,1,,,,,,,,,,,,,,,
@crabby_625 @lenirobredo Yan din po ang dasal ko. Pero wala po talaga akong kakilalang kabaro na kakampink dito. Lageh po akong pinapahiya pag nasa umpukan po. Pero laban pa rin. Ayoko ko na nga mag fb kc andun yung mga bobo nag seshare ng kasinungalingan sa gc namin. Hahahaha,-1,1,-1,-1,,,,,,,,,,,,,,,
"@KuyaTalks My sister is a pro-Leni and I'm a Pro-Marcos, my mom is a DDS. One time nagbangayan kami ng sister ko and THATS THE FIRST AND LAST Conversation that we had about politics. I LOVE MY SISTER AND I WILL NEVER LET OUR RELATIONSHIP SINK BECAUSE OF POLITICS. We just never talk abt it",0,-1,0,0,,,,,,,,,,,,,,,
"@vincentrevote @jerrycuamd My stepdad was an anti-vaxxer because of how DDS bring back the Dengvaxia fiasco, but I somehow convinced him to get jabbed after he realized he's been absent to work for days and I'm so close of leaving them due to insane toxicity at home",-1,-1,-1,-1,,,,,,,,,,,,,,,
@eriality @lenirobredo Thank u po! Ingat po lagi. Happy 2022 po! â¤ï¸,1,1,1,1,,,,,,,,,,,,,,,
Internet Speed na lang talaga kulang sa Pinas para all out ang ABS-CBN Kahit walang franchise..umaasa ang Mga tangang DDS sa Dito..chareng,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@DDS_not_a_troll @PinoyAkoBlog you cannot sue someone just because they are telling the truth!! hahahaha saka she was labeled as legally ugly, hahaha",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Lumabas ang totoong kulay ni @thecuriousbelle hahaha. Talagang mag balat kayo ka man, lalabas pa din ang pagka DDS at LBM ng isang tao.",-1,-1,-1,-1,,,,,,,,,,,,,,,
Grindr is still infested of BBM LOyalist and DDS . Ano ba yan wag niyo kasi i gate keep si Leni. Kung may makakausap kayo na ganto sa grindr wag niyo block kausapin niyo ng malumanay.,-1,-1,-1,-1,,,,,,,,,,,,,,,
Hype na fake news yan! Gawa gawa ng BBM/DDS! ðŸ¤®,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Mang_INASAR Splice video yan mga bet ng DDS/BBM hahahahaha tara na mga Pipol mag Leni na tayo dali. masaya dito,-1,-1,-1,-1,,,,,,,,,,,,,,,
"wag nyong kalimutan na nilink ni duterte si hidilyn diaz sa mga ""gusto daw magpabagsak sa gobyerno"" at hinarass sya ng mga DDS dahil dito. ngayong nanalo sya, anong nangyare? biglang nagbago ang ihip ng hangin.  hindi sya sinuportahan ng pamahalaan noong humihingi sya ng suporta",-1,-1,-1,-1,,,,,,,,,,,,,,,
oo na dds na ko ðŸ˜”,0,1,1,1,,,,,,,,,,,,,,,
auto turn off talaga pag nalamang dds/bbm eh ðŸ¥µðŸ¤®,-1,-1,-1,-1,,,,,,,,,,,,,,,
@SUNDA_FESS DilawanðŸ˜­ðŸ˜­,0,0,0,0,,,,,,,,,,,,,,,
@thecuriousbelle Derecho sa campaign funds ng mga dilawan at bulsa ng mga opisyal ng PCGG ðŸ¤­,-1,-1,-1,-1,,,,,,,,,,,,,,,
"'Yung mga Dilawan cases daw kailangan ihiwalay sa E.O. 1. ðŸ˜©âœ‹ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ 'Tong mga Diktador na ito ayaw na lang aminin na ang Ill-gotten wealth term ay PINAUSO lamang by the great CORY AQUINO. Ginamit pa ang ""Nulla poena sine lege"" apaka irrelevant.  UNITEAM 2022 #BongbongMarcos2022",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@ilda_talk parang dilawan yung nagsulat, tapos nilagay lang yung foreigner writer.",0,-1,0,0,,,,,,,,,,,,,,,
"@ninabeIlatrix Confirmed, nakakapanget maging dilawan",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@TheJokerGaming2 @TayConti_ @sammyguevara Thankfully,not immature enough to make up stories about someone's personal life cause i have nothing going in my life",-1,-1,-1,-1,,,,,,,,,,,,,,,
@awackycrazylady Baka ibang dilawan uwian mo HAHA CHAR,0,-1,0,0,,,,,,,,,,,,,,,
@MDSOnwardPH22 Mahirap bang basahin to ng mga dilawan?,-1,-1,-1,-1,,,,,,,,,,,,,,,
Shunga uto uto lang naniniwala sa inyo kakamputa! Who You Tao galing mo mag edit at gumawa ng fake news well Dilawan/Pinklawan nga naman #NeverAgain,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@HasibaAmin Totally. For democracy to flourish, opposition needs to be strengthened.",0,0,0,0,,,,,,,,,,,,,,,
@Sanggre_ Laking galit nito sa kabilang kampo. ugaling dilawan na din 'to. Bakit galit ka sa iba ang paniniwala sa'yo? #elitista,-1,-1,-1,-1,,,,,,,,,,,,,,,
@activistblogger Ulol mga npa ang nagpasabog sa bust ni makoy at for your ingo lagi nanalo sa cordillera ang marcod isa kang dilawan  na komunista si imee nag number 1 sa abra 2 sa benguet 3 sa mt province 4sa ifugao sa apayao 2nd din sya at sa kalinga,-1,-1,-1,-1,,,,,,,,,,,,,,,
@hganjoo153 @juneymb Always the victim.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@wowcacao @MDSOnwardPH22 May napatunayan b s lahat ng case nila kay FEM???wala dahil sila ang tunay n mgnanakaw..lahat ng government properties pinamigay at binenta nila kaya ngkandaleche leche ang pilipinas.. sabagay ano b aasahan ko s mga bobo at tanga supporter ng dilawan..,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Bong75755420 @lakwatsarah Nanay ko nagluwa sakin bakit? Pero ang tanong ko sayo bakit mas pabor ang ibat ibang bansa na panay at halos lahat ng namumuno at namamalakad ng bansa ay lalaki at bakit hindi babae ang nananaig?  https://t.co/aiAd8Yiwxn,-1,-1,-1,-1,,,,,,,,,,,,,,,
@bebekhiitam Alumni dilawan wkwkwkw,-1,-1,-1,-1,,,,,,,,,,,,,,,
"nakinig mona ako sa space ng kdlex habang walang ayuda ang kyji hahahahhaha di naman masamang mangapitbahay, alam namang uuwi talaga ako sa dilawan hehe hahahaha  TGWF KYJI #KyJi",-1,-1,-1,-1,,,,,,,,,,,,,,,
@VeryStarchyPorn Pag dilawan talaga salot,-1,-1,-1,-1,,,,,,,,,,,,,,,
@eufems @lakwatsarah Anong pinagsasasabi mo.,0,-1,-1,-1,,,,,,,,,,,,,,,
@jose_nonoy @lcmlaw_ph hahah kung magtatanong ka kala mo panalo kami  sa lugaw mo...18 years na mga dilawan..di man lang napaangat ang buhay ng mga pinoy..si leni is one of the tops galamay ng mga dilawan..libre ba nun ang edukasyon?kung di naging presidente si d30 daming di mkapag-aral ngayon..,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@ClaraSa66414026 @neil_geron @BBMSOLID27 Aminado talaga sa Pagiging Lutang,  Juice ko kapag foreign meeting?  So okay lang Lumilipad ang isip ni Madumb?Dipa nag katol Lutang na Anyway magiging puppet din pala sya gaya mo. Juice ko ano gusto mo govt.Official tapos may sayad Mama mo este may bayad ung swab?ðŸ¤¦â€â™‚ï¸utak dilawan.",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@Sanggre_ Kaka death wish ng dilawan ke Duterte, sila sila nagsa suffer",-1,-1,-1,-1,,,,,,,,,,,,,,,
@MengDoTutor @sckITx @manilabulletin So it's dilawan after all huh? All the published materials and investigative pieces against the Marcoses were painstakingly funded and orchestrated by Cory Aquino. Every... single... one of them.,-1,-1,-1,-1,,,,,,,,,,,,,,,
